_id,bucket_name,external_shares,likes,media_type,caption,tag_name,tag_translation,text,timestamp,filename,verifiable_claim,contains_video,contains_image,visible_source,contains_relevant_meme,annotator_label
5eccd2f54952620eca764656,कोरोना वायरस,5,6,image,,🌎दुनिया में कोरोना का क़हर,🌎Coronavirus worldwide,,2020-05-23 01:53:06,4f7920ce-aeea-46d5-a5fd-9df60ea3debd,['No '],No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5f12703559e3c8a812d71f20,देश प्रेम ,10,10,image,#😃नए भारत की नयी सोच #🙏🏻माँ तुझे सलाम,🙏🏻माँ तुझे सलाम,🙏🏻Salute Mother India,,2020-07-17 18:09:02,ea0aa5a9-7d30-47d1-a67d-f78fb870f4cc,['No '],No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5f04fe2df86c5c1eb35bda91,देश प्रेम ,5,9,image,kadam kadam badhye ja #🚊 मेरी यात्राएं,🚊 मेरी यात्राएं,🚊 My Journey,,2020-07-03 07:08:32,926cb344-49bd-45ef-ba13-a8509538b639,['No '],No  ,Contains human,Anonymous/User Generated,Yes,1
5ee7a54b9169596cc4da8425,फिल्मी दुनिया,12,26,image,"#😒सदमें में बॉलीवुड @Dhruv kritik vinayak                  
Click the link and my YouTube channel subscribe
https://www.youtube.com/channel/UCpzfy-XJFKokoCcOLBHirQQ",😒सदमें में बॉलीवुड,😒Bollywood in Shock,,2020-06-15 08:34:07,60d0321a-06a4-4613-8479-ce161e23b285,['No '],No  ,Contains human,Anonymous/User Generated,Yes,1
5f1e08ece837436cb077f88e,स्वास्थ्य,5,11,image,#🧘‍♂️ वेट लॉस टिप्स,🧘‍♂️ वेट लॉस टिप्स,Weight loss tips,,2020-07-19 03:27:18,c0113cb9-ae40-4639-8710-8a9e84eabb20,"['Yes, Statistical Claim']",No  ,"No, does not contain images",Government/Public Authority,No   ,1
5f2342d87c62d350b88087b6,ख़बरें और राजनीति,43,58,text,,🔎फेक न्यूज़ से बचें,🔎Report Fake News,"*जब कोई इलाज नहीं मिल रहा कोरोना का...*

*तो एक बार चरखा चलाकर भी देख लो, क्योंकि चरखे से तो अंग्रेज भी भाग गए थे ऐसा हमे बताया गया है*.

🤔🤔🤔 #🔎फेक न्यूज़ से बचें #📰 समाचार एवं न्यूज़ पेपर क्लिप #🔐लॉकडाउन अभी ज़िंदा है👻 ",2020-05-19 14:38:07,702cae04-37b4-4d5b-aef8-7e86701088a5,['No '],No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5f13c89bf9caba89a1ec86d7,ख़बरें और राजनीति,13,12,image,sarkri makan mera gir raha hai...pata nhi kb tk banega😭  #🙄सुशांत केस पर रिया की मांग,🙄सुशांत केस पर रिया की मांग,🙄Rhea on Sushant Suicide Case,,2020-07-18 19:13:09,15f4af3e-0b59-48bd-9084-8dc7709bd463,['No '],No  ,Does not contain human(s),Anonymous/User Generated,No   ,1
5ef6a4b7afedc306889c04a3,देश प्रेम ,7,36,video,#🇮🇳 देशभक्ति वीडियो गाने 📹,🇮🇳 देशभक्ति वीडियो गाने 📹,🇮🇳 Patriotic Video Song 📹,,2020-06-24 06:45:15,03a45ce6-e609-46f1-a284-2be8841f7c70,"['Yes, Descriptions of a real world events/place about noteworthy individuals.']","Yes, person is performing for camera","No, does not contain images",Anonymous/User Generated,Yes,1
5e9709a4d388ef5e3d38e625,राजनीति ,16,30,video,#✍️राजनीतिक चर्चाएं #😂राजीनीतिक व्यंग #✔️भारतीय जनता पार्टी #📰 समाचार एवं न्यूज़ पेपर क्लिप #🔐 ग्रुप: संघर्ष न्यूज ग्रुप,✍️राजनीतिक चर्चाएं,Political discussions,,2020-04-01 06:19:41,4f59f005-d30c-4c83-9294-1ec24d205d21,"['Yes, Descriptions of a real world events/place about noteworthy individuals.']",Other,"No, does not contain images",Print/TV Media,No   ,1
5f1cb48691894003deee08bb,स्वास्थ्य,11,19,image,#🌿आयुर्वेदिक नुस्खों पर चर्चा  @Sharechat Creator Adda @@ Vivek Khanna 😘 @m s Kumar @Saransh Kumar @(☞ ͡° ͜ʖ ͡°)☞ vip( ≧Д≦) 💞💘singh,🌿आयुर्वेदिक नुस्खों पर चर्चा ,Ayurvedic Tips,,2020-07-25 04:46:48,7d10316d-ef57-4df4-91d6-40adf1ec82df,"['Yes, other']",No  ,"No, does not contain images",Anonymous/User Generated,No   ,1
5f25f4fe80d1583685151c60,कोरोना वायरस,12,18,text,,😳कोरोना: नहीं थम रहा क़हर,😢Corona : Pandemic not in control,#😳कोरोना: नहीं थम रहा क़हर ,2020-07-27 00:04:19,57551ce6-34ab-440e-ac4d-b74e9124db6b,"['Yes, Descriptions of a real world events/place about noteworthy individuals.']",No  ,Contains human,Anonymous/User Generated,Yes,1
5f2652aea352404b88aa8acc,कोरोना वायरस,19,9,video,#😷Covid-19,😷Covid-19,😷Covid-19,,2020-08-01 18:23:23,e3ed677c-b7cf-409d-a20d-0b26690bfd9f,['No '],"Yes, person is performing for camera","No, does not contain images",Anonymous/User Generated,Yes,1
5f13796a7e375f95a96df584,कोरोना वायरस,2,5,image,#🔐फिर लगा लॉकडाउन #❤️जीवन की सीख,🔐फिर लगा लॉकडाउन,🔐Again Lockdown ,,2020-07-16 04:37:50,c8ff2731-c404-416b-8100-bd4e7bc349ef,['No '],No  ,Contains human,Anonymous/User Generated,Yes,1
5ef3fe7fa7fa9de475f956c3,स्वास्थ्य,2,3,image,sehat tips #🌡️सेहत टिप्स,🌡️सेहत टिप्स,Health Tips,,2020-06-24 19:58:15,37f4d3a6-66bc-489e-9cab-d64bef19d662,"['Yes, other']",No  ,"No, does not contain images",Anonymous/User Generated,No   ,1
5f20f160b988eb4a59cf9e20,देश प्रेम ,5,2,image,#🇮🇳 देशभक्ति,🇮🇳 देशभक्ति,🇮🇳 Patriotism,,2020-07-28 23:13:11,d56257ff-1bfa-49fb-b77d-bb61cb13c51d,['No '],No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5f166664375ba903317677cb,ख़बरें और राजनीति,12,16,image,#🇮🇳 राजनीतिक अखाड़ा ✍️,🇮🇳 राजनीतिक अखाड़ा ✍️,,,2020-07-20 16:43:54,65dfdda2-a1f1-4ee8-a857-adc7148a8b62,['No '],No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5f13c8a6f9caba89a1ec8f5d,देश प्रेम ,12,12,image,Jay hind #🇮🇳 देशभक्ति,🇮🇳 देशभक्ति,🇮🇳 Patriotism,,2020-07-18 19:13:01,2a58d9ce-9191-44af-94ae-1213aa14216d,['No '],No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5f1379647e375f95a96df110,ख़बरें और राजनीति,66,212,image,#✔️भारतीय राष्ट्रीय कांग्रेस,✔️भारतीय राष्ट्रीय कांग्रेस,Indian National Congress,,2020-07-13 10:49:20,9a90d509-898f-41e2-aaa7-3c0184adbf18,"['Yes, Descriptions of a real world events/place about noteworthy individuals.']",No  ,Contains human,Digital Content Providers,No   ,1
5f0e7ddc863d3ae5b8e4bf76,ख़बरें और राजनीति,14,16,image,#😂राजीनीतिक व्यंग,😂राजीनीतिक व्यंग,Political satire,,2020-07-14 15:35:41,e2bc66bb-c0a2-4c17-9560-e2c79bbcb22c,['No '],No  ,Contains human,Anonymous/User Generated,Yes,1
5f17b1f8b576ceee6ad2e346,कोरोना वायरस,2,16,image,#😷LATEST कोरोना अपडेट #🌎दुनिया में कोरोना का क़हर #🤣 मज़ेदार फ़ोटो #😷Covid-19 #😄 हँसिये और हँसाइये 😃,🌎दुनिया में कोरोना का क़हर,🌎Coronavirus worldwide,,2020-07-21 22:30:16,a59f6d4c-738e-4e4e-9cb5-8d0245f359fb,['No '],No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5eccd2e04952620eca7644c5,कोरोना वायरस,3,6,image,#😷LATEST कोरोना अपडेट #🌎दुनिया में कोरोना का क़हर #🙏कोरोना वायरस से बचाव #💉जाँच बचाए जान😷 #✊आत्म निर्भर भारत,🌎दुनिया में कोरोना का क़हर,🌎Coronavirus worldwide,,2020-05-24 06:15:19,16919912-ca86-4df5-9c26-d5e17ae97529,['No '],No  ,"No, does not contain images",Anonymous/User Generated,No   ,1
5ef93f2a464ffd1002ff0252,ख़बरें और राजनीति,4,7,image,Jai Ho Andh Bhakto ki 🙏 #🇮🇳 राजनीतिक अखाड़ा ✍️ #🙏 भक्त नंबर-वन,🇮🇳 राजनीतिक अखाड़ा ✍️,,,2020-06-28 08:40:39,1d4b13a8-3449-476e-9791-87f2d870cbbe,['No '],No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5ef3fea9a7fa9de475f95e16,देश प्रेम ,14,36,video,#💓 फ़ौजी की दिल की बातें #🇮🇳 देशभक्ति #🙏🏻शहीद भगत सिंह #🙏🏻माँ तुझे सलाम,🙏🏻शहीद भगत सिंह,🙏🏻Shaheed Bhagat Singh,,2020-06-21 05:18:26,6c8afcdb-bdf6-43eb-b185-6c8bf3db0ba4,['No '],No  ,Contains human,Digital Content Providers,Yes,1
5f0fd478809052943dd7fea8,देश प्रेम ,8,17,video,#🇮🇳 इंडियन आर्मी फैन क्लब,🇮🇳 इंडियन आर्मी फैन क्लब,🔐 Group: Fans of Indian Army,,2020-07-15 17:21:03,6d53c68f-961a-44c0-8798-e37caf253258,['No '],Other,"No, does not contain images",Digital Content Providers,Yes,1
5f12703859e3c8a812d7213b,देश प्रेम ,13,11,image,#🚊 मेरी यात्राएं,🚊 मेरी यात्राएं,🚊 My Journey,,2020-07-17 19:38:45,21caea5b-e29c-4ee5-b80f-54cc224fdf23,['No '],No  ,"No, does not contain images",Anonymous/User Generated,No   ,1
5f17b1ffb576ceee6ad2e47e,स्वास्थ्य,17,13,image,#🌡️सेहत टिप्स,🌡️सेहत टिप्स,Health Tips,,2020-07-21 17:37:15,ea08ea37-603c-4eff-846e-a525ab77bae8,"['Yes, other']",No  ,"No, does not contain images",Digital Content Providers,No   ,1
5f12702859e3c8a812d71494,ख़बरें और राजनीति,5,12,image,"जहाँ एक ओर मजदूर नौकरी की आभाव में वापस पलायन को मजबूर हैं, दूसरी ओर #Bihar सरकार दावा कर रही है कि उन्होंने लॉकडाउन में वापस लौटे श्रमिकों को रोजगार मुहैया कराया! किसको मिला रोजगार?फिर क्यों वापस जाने को मजबूर है राज्य की गरीब जनता? #नीतीश_कुमार_ग़ायब_हैं #📰भारत न्यूज़ 🗞",📰भारत न्यूज़ 🗞,📰Bharat News🗞,,2020-07-17 12:18:09,1a6fcef3-7cbc-49cc-8f10-e0da416c501d,['No '],No  ,"No, does not contain images",Digital Content Providers,Yes,1
5f24f403a0ab3e02a31bc767,ख़बरें और राजनीति,12,16,image,#👍 मोदी फैन क्लब,👍 मोदी फैन क्लब,👍Modi Fan Club,,2020-07-31 18:20:30,36283039-1124-4cc5-bdf4-ef1a022eb747,"['Yes, Descriptions of a real world events/place about noteworthy individuals.']",No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5f1ac97368e4591d7528b5b2,ख़बरें और राजनीति,10,27,video,#📰मध्य प्रदेश की ख़बरें,📰मध्य प्रदेश की ख़बरें,📰Madhya Pradesh News,,2020-07-17 19:28:18,620b2490-f054-43ce-8768-beee637e02df,['No '],No  ,Contains human,Digital Content Providers,No   ,1
5effd1455a4ec40ec61a4392,ख़बरें और राजनीति,1,8,image,#📰आज का अख़बार,📰आज का अख़बार,📰Today's Newspaper,,2020-07-03 13:46:34,8ae157f5-82cc-4f1f-a463-e0c88a0f2d22,['No '],No  ,Does not contain human(s),Anonymous/User Generated,Yes,1
5f1ac97368e4591d7528b591,ख़बरें और राजनीति,25,43,video,"पाकिस्तान के कब्जे वाले कश्मीर में एक निर्माण कार्य के दौरान जमीन में से एक काफी बड़ी गौतम बुद्ध की प्रतिमा मिली उसके बाद शांति दूतों ने उस प्रतिमा को तोड़ डाला
 #🌐 राष्ट्रीय-अंतराष्ट्रीय खबरें",🌐 राष्ट्रीय-अंतराष्ट्रीय खबरें,🌐 National-International News,,2020-07-19 21:49:20,68da6409-8615-436f-8e9b-1d00fe9cab43,"['Yes, Descriptions of a real world events/place about noteworthy individuals.']","Yes, contains violent incident","No, does not contain images",Anonymous/User Generated,No   ,1
5f122cb422027dce860ead47,ख़बरें और राजनीति,26,126,image,#😳राजस्थान सियासी हलचल,😳राजस्थान सियासी संकट,😳Rajasthan Political crisis,,2020-07-13 10:28:17,458f067b-51da-4f20-b5c8-f6fe9471d48c,['No '],No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5f28f311a1e3acb69b7fa170,स्वास्थ्य,15,16,image,"च्वइंगम चबाने के फायदे जानकर हैरान रह जाएंगे आप!
 #🤗 अच्छी सेहत का राज",🤗 अच्छी सेहत का राज,🤗 Good Health Secret,,2020-08-03 10:30:20,045644d5-b3ed-4293-bd67-95e291c625cc,"['Yes, other']",No  ,"No, does not contain images",Digital Content Providers,No   ,1
5f238c83e239d2fef0f44af3,ख़बरें और राजनीति,14,13,image,#📰मध्य प्रदेश की ख़बरें,📰मध्य प्रदेश की ख़बरें,📰Madhya Pradesh News,,2020-07-30 02:10:25,87d946c4-b4a2-4d8d-9aee-55f19e7a2d8f,"['Yes, other']",No  ,Contains human,Government/Public Authority,No   ,1
5f04fdfbf86c5c1eb35bd1d6,कोरोना वायरस,38,60,image,#🚨कोरोना ज़ोन अपडेट,🚨कोरोना ज़ोन अपडेट,🚨Corona Zone Update,,2020-07-02 04:01:47,5c551c98-75fe-49a6-b206-74b75bc6099a,['No '],No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5eccd4804952620eca7661c2,ख़बरें और राजनीति,9,12,video,#🤗विश्व सांस्कृतिक विविधता दिवस #⚠चक्रवाती तूफान एमफन🔺 #🤣 लॉक डाउन के साइड इफेक्ट्स 🙏 #📹 मज़ेदार वीडियो #😏Uninstall Tiktok,⚠चक्रवाती तूफान एमफन🔺,⚠Cyclone Amphan🔺,,2020-05-21 15:05:42,97c7851e-ff20-465d-9148-e85d62509d38,['No '],"Yes, person is performing for camera","No, does not contain images",Anonymous/User Generated,No   ,1
5f1ac98768e4591d7528c43c,देश प्रेम ,8,19,image,#🚊 मेरी यात्राएं.. Follow and like,🚊 मेरी यात्राएं,🚊 My Journey,,2020-07-20 02:10:01,06e3b022-c7e0-4be0-8af3-79bf3c1b8e3c,['No '],No  ,"No, does not contain images",Anonymous/User Generated,No   ,1
5f238ce2e239d2fef0f457e2,देश प्रेम ,15,77,video,#🙏🏻शहीद भगत सिंह,🙏🏻शहीद भगत सिंह,🙏🏻Shaheed Bhagat Singh,,2020-07-29 09:10:07,bff99461-8b98-45e3-a96b-4a8c6c70357e,['No '],No  ,Contains human,Anonymous/User Generated,Yes,1
5f2342f17c62d350b8808bd3,स्वास्थ्य,14,17,image,#💁🏻‍♀️घरेलू नुस्खे #🌿आयुर्वेदिक नुस्खों पर चर्चा,💁🏻‍♀️घरेलू नुस्खे,Home remedies,,2020-07-27 23:49:14,53c062c7-8130-46b4-8c13-72e4f068e249,"['Yes, other']",No  ,Does not contain human(s),Anonymous/User Generated,No   ,1
5f1f94efef14dcf2ba639041,स्वास्थ्य,10,19,image,#🌿आयुर्वेद #🌿आयुर्वेदिक नुस्खों पर चर्चा  #💁🏻‍♀️घरेलू नुस्खे #🌡️सेहत टिप्स #🌿दादी नानी के नुस्खे,🌿दादी नानी के नुस्खे,💁🏻‍♀️ Grandmother's home remedies,,2020-07-27 06:33:50,b0d55fab-f8a3-4ca5-b773-ca87466845f9,"['Yes, other']",No  ,"No, does not contain images",Anonymous/User Generated,No   ,1
5f2342e97c62d350b8808a9d,कोरोना वायरस,14,17,image,#🚨कोरोना ज़ोन अपडेट,🚨कोरोना ज़ोन अपडेट,🚨Corona Zone Update,,2020-07-30 06:38:37,fd6210e9-8c92-4b67-a044-bd1d2ef15e2c,['No '],No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5f122cb722027dce860eaf4e,कोरोना वायरस,20,14,image,#🚨कोरोना ज़ोन अपडेट,🚨कोरोना ज़ोन अपडेट,🚨Corona Zone Update,,2020-07-14 18:27:38,14db3794-e742-4e3e-b87a-56acce457922,['No '],No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5ee8be4b304cb6a0a9a82c3a,ख़बरें और राजनीति,5,5,image,#🙏🌺जय बजरंगबली🌺🙏 #🌞 Good Morning🌞 #💪🏻हम होंगे कामयाब #😲इस्लामाबाद : भारतीय अफसर लापता #💉जाँच बचाए जान😷,😲इस्लामाबाद : भारतीय अफसर लापता,😲Islamabad: Indian officer missing,,2020-06-16 01:26:59,7a11956e-47aa-4352-897c-aa2984f83337,['No '],No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5f18c3180cecd51f6d036f41,स्वास्थ्य,15,47,image,#🌿आयुर्वेदिक नुस्खों पर चर्चा  क्या आप जानते हैं कि पान भी एक औषधि के रूप में इस्तेमाल किया जाता है,🌿आयुर्वेदिक नुस्खों पर चर्चा ,Ayurvedic Tips,,2020-07-18 09:16:42,2c8a81a0-c5ac-4178-8d44-320f18b2d0a3,"['Yes, other']",No  ,Does not contain human(s),Anonymous/User Generated,No   ,1
5f2896b5b20e285fb08f0de4,कोरोना वायरस,1151,2415,video,#🧐कोरोना : सवालों के जवाब,🧐कोरोना : सवालों के जवाब,🧐Corona : Question-Answer,,2020-07-30 04:47:36,97ac8362-0806-4521-9edd-4275bc8a54bd,['No '],Other,"No, does not contain images",Anonymous/User Generated,Yes,1
5f1e08e8e837436cb077f58f,कोरोना वायरस,8,7,image,#🔐31 जुलाई तक लॉकडाउन,🔐31 जुलाई तक लॉकडाउन,🔐Lockdown till 31st July,,2020-07-26 06:45:31,cdc89b2a-1cf4-4055-b301-f56621e2ae8a,['No '],No  ,"No, does not contain images",Anonymous/User Generated,No   ,1
5f10e0d3ae9b42347e381c46,देश प्रेम ,8,13,image,*माँ शारदा के आज दिन बुधवार 15/07/2020 के प्रातःकालीन श्रृंगार के  दर्शन 🌹🌹🌺🌺🙏🏻🙏🏻* #❤️ अपना मध्यप्रदेश,❤️ अपना मध्यप्रदेश,❤️Our Madhyapradesh,,2020-07-15 02:07:28,96aa64ac-7837-467a-8457-104d2ad82cba,['No '],No  ,Does not contain human(s),Anonymous/User Generated,Yes,1
5f0f8a080653f6bcc592386f,ख़बरें और राजनीति,14,10,text,,✔️भारतीय राष्ट्रीय कांग्रेस,Indian National Congress,#✔️भारतीय राष्ट्रीय कांग्रेस ,2020-07-13 12:28:38,ca0ae3e2-f225-4944-a351-693334c92b27,"['Yes, Descriptions of a real world events/place about noteworthy individuals.']",No  ,Contains human,Anonymous/User Generated,Yes,1
5ef3fe8ca7fa9de475f95917,स्वास्थ्य,3,7,image,AMD G. k. mind #💼 माय बिज़नेस #🌿आयुर्वेदिक नुस्खों पर चर्चा  #🌿दादी नानी के नुस्खे #❤️जीवन की सीख #📹 सीरियल वीडियो स्टेटस सोंग्स,🌿दादी नानी के नुस्खे,💁🏻‍♀️ Grandmother's home remedies,,2020-06-23 12:51:17,13286c35-86f9-40f9-8d11-40fff68993bf,['No '],No  ,Contains human,Anonymous/User Generated,No   ,1
5f224651fbe1f89cd47487b0,देश प्रेम ,10,18,image,#💓 फ़ौजी की दिल की बातें jai hind,💓 फ़ौजी की दिल की बातें,💓 The words of the soldier's heart,,2020-07-29 18:07:53,f608bdf8-eba8-4e01-8d1a-25e0c0c6fc9c,['No '],No  ,Contains human,Anonymous/User Generated,Yes,1
5f2896bfb20e285fb08f0fb8,देश प्रेम ,26,552,video,#🎖️देश के जांबाज,🎖️देश के जांबाज,🎖️Braves Of India,,2020-07-28 06:29:40,0fe231eb-e22c-44c2-bfa6-d5397126f02a,['No '],Other,"No, does not contain images",Anonymous/User Generated,Yes,1
5f279d5943c2b3a088b4ae74,देश प्रेम ,16,37,video,#🚗🧗🏻भारत भ्रमण व सफर प्रेमी ग्रुप🚂⛰ #❤️ अपना मध्यप्रदेश,🚗🧗🏻भारत भ्रमण व सफर प्रेमी ग्रुप🚂⛰,India tour and travel lovers ,,2020-08-02 15:33:23,32065bf3-aa41-4119-83f2-7c698504f9d8,['No '],"Yes, person is performing for camera","No, does not contain images",Anonymous/User Generated,Yes,1
5f279d2743c2b3a088b4a84f,ख़बरें और राजनीति,12,5,image,#😳अमित शाह को हुआ कोरोना #🚩 हिंदु राष्ट्र ग्रुप #🇮🇳🇮🇳देशहित की बात 🇮🇳🇮🇳,😳अमित शाह को हुआ कोरोना,😳Amit Shah corona positive,,2020-08-02 18:16:49,7020bb13-a760-48ef-a9a0-6324c2905408,"['Yes, Descriptions of a real world events/place about noteworthy individuals.']",No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5ef0b73eb5289a6d8d1e2d5a,कोरोना वायरस,11,29,image,😒😒😒,😳कोरोना: नहीं थम रहा क़हर,😢Corona : Pandemic not in control,,2020-06-20 11:12:36,60b6f05b-0ee7-481d-80c5-e4d356447383,['No '],No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5f12702e59e3c8a812d71970,स्वास्थ्य,15,18,image,#🤗 अच्छी सेहत का राज #🙏 सतनाम वाहेगुरु #🙂 फिटनेस मंत्र #🙏 शक्ति रूप,🙂 फिटनेस मंत्र,🙂 Fitness Mantra,,2020-07-14 02:42:23,61ac9062-8f80-4960-ac5b-a5e35e497d64,['No '],No  ,"No, does not contain images",Other ,No   ,1
5f21fcb0ad3d39604eb78299,देश प्रेम ,4,485,video,#🇮🇳 इंडियन आर्मी फैन क्लब,🇮🇳 इंडियन आर्मी फैन क्लब,🔐 Group: Fans of Indian Army,,2020-07-25 05:20:23,86b3153f-cb69-4fc7-8acf-776e01ad5768,['No '],No  ,"No, does not contain images",Anonymous/User Generated,Yes,1
5f17b22bb576ceee6ad2ebf6,देश प्रेम ,12,13,image,"यूपी का विकास...।
बजाओ ताली।। #✔️भारतीय राष्ट्रीय कांग्रेस #💓 फ़ौजी की दिल की बातें #📰उत्तर प्रदेश की खबरें #👍 मोदी फैन क्लब #👨‍👨‍👦‍👦 Whatsapp ग्रुप Message",💓 फ़ौजी की दिल की बातें,💓 The words of the soldier's heart,,2020-07-21 19:51:39,bd09aba8-fb6d-43f0-a97f-f288b9630109,['No '],No  ,Contains human,Anonymous/User Generated,Yes,1
5efa968ff672fdea18feffc6,कोरोना वायरस,9,4,image,#😳कोरोना: नहीं थम रहा क़हर,😳कोरोना: नहीं थम रहा क़हर,😢Corona : Pandemic not in control,,2020-06-29 08:48:52,b96fb9f8-5a88-4971-9df9-6fd105c9f087,['No '],No  ,Contains human,Anonymous/User Generated,No   ,1
5ef6a483afedc306889bfbf4,कोरोना वायरस,2,6,image,,🧐कोरोना : सवालों के जवाब,🧐Corona : Question-Answer,,2020-06-26 08:03:30,62b16e82-5d7f-4b41-b5a0-f61995e1cf6f,['No '],No  ,"No, does not contain images",Anonymous/User Generated,No   ,1
5f0795a29e1c10d1eb30aa6e,देश प्रेम ,9,19,image,#🎖️देश के सिपाही,🎖️देश के सिपाही,🎖️Country soldiers,,2020-07-09 06:24:17,a2170c7d-268f-4fdd-9520-22d2e38bb84f,['No '],No  ,Contains human,Anonymous/User Generated,Yes,1
